"No.","Time","Source","Destination","Protocol","Length","Info"
"4480","25.029491143","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4481","25.035205376","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4482","25.035232181","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4483","25.049300903","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4484","25.049302794","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4485","25.049302845","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4486","25.049319168","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4487","25.049336079","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4488","25.049339387","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4489","25.066494263","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4490","25.066494445","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4491","25.066507953","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4492","25.066524581","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4493","25.084166063","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4494","25.084166199","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4495","25.084181027","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4496","25.084198413","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4497","25.086107604","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4498","25.086123076","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4499","25.094510324","172.27.26.62","34.36.65.236","QUIC","79","Protected Payload (KP0)"
"4500","25.094534171","172.27.26.62","34.36.65.236","QUIC","79","Protected Payload (KP0)"
"4501","25.110319309","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4502","25.110320928","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4503","25.110320975","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4504","25.110321025","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4505","25.110342624","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4506","25.110372645","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4507","25.110380348","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4508","25.110386521","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4509","25.119706400","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4510","25.119725151","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4511","25.132795963","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4512","25.132796089","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4513","25.132797518","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4514","25.132797562","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4515","25.132810945","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4516","25.132826715","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4517","25.132829847","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4518","25.132832699","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4519","25.135952743","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4520","25.135965632","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4521","25.144818395","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4522","25.144833189","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4523","25.149416135","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4524","25.149449818","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4525","25.151281655","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4526","25.151297566","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4527","25.155998030","fe80::cce6:b0ff:febc:96d9","ff02::2","ICMPv6","70","Router Solicitation from ce:e6:b0:bc:96:d9"
"4528","25.156911992","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4529","25.156912129","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4530","25.156928116","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4531","25.156946124","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4532","25.165120518","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4533","25.165120795","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4534","25.165137211","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4535","25.165154337","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4536","25.173143709","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4537","25.173159357","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4538","25.174290858","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4539","25.174306233","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4540","25.181209728","172.27.27.152","142.250.181.170","SSL","1466","Continuation Data"
"4541","25.181218004","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=78401 Ack=1 Win=375 Len=1400 TSval=5241167 TSecr=2538599844"
"4542","25.200356624","172.27.27.152","142.250.181.170","TCP","1466","44775  >  443 [ACK] Seq=79801 Ack=1 Win=375 Len=1400 TSval=5241167 TSecr=2538599930 [TCP PDU reassembled in 4628]"
"4543","25.200372547","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=79801 Ack=1 Win=375 Len=1400 TSval=5241167 TSecr=2538599930"
"4544","25.213884040","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4545","25.213885491","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4546","25.213885556","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4547","25.213885606","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4548","25.213885658","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4549","25.213930286","172.27.5.225","172.27.27.192","ICMP","105","Redirect             (Redirect for host)"
"4550","25.213962392","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4551","25.213969387","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4552","25.213973270","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4553","25.213977710","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4554","25.213981653","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4555","25.225708835","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4556","25.225709070","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4557","25.225709115","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4558","25.225709161","172.27.27.152","142.250.181.170","TCP","1466","44775  >  443 [ACK] Seq=81201 Ack=1 Win=375 Len=1400 TSval=5241262 TSecr=2538600164 [TCP PDU reassembled in 4628]"
"4559","25.225723027","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4560","25.225737224","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4561","25.225741095","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4562","25.225745027","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=81201 Ack=1 Win=375 Len=1400 TSval=5241262 TSecr=2538600164 [TCP PDU reassembled in 4628]"
"4563","25.239878278","172.27.27.152","142.250.181.170","TCP","1466","44775  >  443 [ACK] Seq=82601 Ack=1 Win=375 Len=1400 TSval=5241262 TSecr=2538600226 [TCP PDU reassembled in 4628]"
"4564","25.239891460","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=82601 Ack=1 Win=375 Len=1400 TSval=5241262 TSecr=2538600226 [TCP PDU reassembled in 4628]"
"4565","25.250467855","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4566","25.250468050","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4567","25.250484241","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4568","25.250501945","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4569","25.252986672","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4570","25.253001805","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4571","25.255853164","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4572","25.255853412","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4573","25.255865549","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4574","25.255877954","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4575","25.264561741","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4576","25.264561805","172.27.27.152","142.250.181.170","TCP","1466","44775  >  443 [ACK] Seq=84001 Ack=1 Win=375 Len=1400 TSval=5241262 TSecr=2538600289 [TCP PDU reassembled in 4628]"
"4577","25.264567201","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4578","25.264573698","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=84001 Ack=1 Win=375 Len=1400 TSval=5241262 TSecr=2538600289 [TCP PDU reassembled in 4628]"
"4579","25.266258686","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4580","25.266264175","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4581","25.276706815","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4582","25.276707800","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4583","25.276792366","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4584","25.276852325","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4585","25.279467789","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4586","25.279483459","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4587","25.289111959","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4588","25.289125864","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4589","25.289965688","Intel_ac:b1:9c","ce:e4:ac:62:40:84","ARP","42","Who has 172.27.26.62? Tell 172.27.5.225"
"4590","25.293201818","172.27.27.152","142.250.181.170","TCP","1466","44775  >  443 [ACK] Seq=85401 Ack=1 Win=375 Len=1400 TSval=5241343 TSecr=2538600883 [TCP PDU reassembled in 4628]"
"4591","25.293215889","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=85401 Ack=1 Win=375 Len=1400 TSval=5241343 TSecr=2538600883 [TCP PDU reassembled in 4628]"
"4592","25.294236461","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4593","25.294246349","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4594","25.300481859","92:c3:20:cb:bc:a5","Broadcast","XID","60","Basic Format; Type 1 and Type 2 LLCs (Class II LLC); Window Size 12"
"4595","25.300966978","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4596","25.300967378","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4597","25.301010385","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4598","25.301061465","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4599","25.305937584","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4600","25.305937769","172.27.27.152","142.250.181.170","TCP","1466","44775  >  443 [ACK] Seq=86801 Ack=1 Win=375 Len=1400 TSval=5241343 TSecr=2538600960 [TCP PDU reassembled in 4628]"
"4601","25.305945604","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4602","25.305961291","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=86801 Ack=1 Win=375 Len=1400 TSval=5241343 TSecr=2538600960 [TCP PDU reassembled in 4628]"
"4603","25.310608878","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4604","25.310617110","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4605","25.313922411","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4606","25.313992874","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4607","25.314988465","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4608","25.315010641","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4609","25.319253668","7e:8f:36:8d:c5:f9","Broadcast","XID","60","Basic Format; Type 1 and Type 2 LLCs (Class II LLC); Window Size 12"
"4610","25.319569561","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4611","25.319575256","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4612","25.322770713","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4613","25.322786723","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4614","25.334721892","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4615","25.334722022","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4616","25.334722069","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=56001 Ack=1 Win=375 Len=1400 TSval=5241362 TSecr=2538601040"
"4617","25.334735643","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4618","25.334752555","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4619","25.334757222","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=56001 Ack=1 Win=375 Len=1400 TSval=5241362 TSecr=2538601040"
"4620","25.336876785","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4621","25.336889713","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4622","25.338909577","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4623","25.338921735","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4624","25.351448411","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4625","25.351448746","172.27.27.152","142.250.181.170","TCP","1466","44775  >  443 [ACK] Seq=88201 Ack=1 Win=375 Len=1400 TSval=5241427 TSecr=2538601282 [TCP PDU reassembled in 4628]"
"4626","25.351477245","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4627","25.351506723","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=88201 Ack=1 Win=375 Len=1400 TSval=5241427 TSecr=2538601282 [TCP PDU reassembled in 4628]"
"4628","25.371461046","172.27.27.152","142.250.181.170","SSLv2","1466","Encrypted Data, Continuation Data"
"4629","25.371477687","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=89601 Ack=1 Win=375 Len=1400 TSval=5241461 TSecr=2538601422"
"4630","25.387371907","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4631","25.387372154","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4632","25.387373610","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4633","25.387373656","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4634","25.387373701","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4635","25.387389232","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4636","25.387406490","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4637","25.387409864","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4638","25.387412833","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4639","25.387416662","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4640","25.401079140","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4641","25.401079320","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4642","25.401080580","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4643","25.401100447","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4644","25.401123967","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4645","25.401129226","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4646","25.408938044","fe80::e482:c5e9:dadb:aa00","ff02::1:3","LLMNR","84","Standard query 0xcd58 A wpad"
"4647","25.408938214","fe80::e482:c5e9:dadb:aa00","ff02::1:3","LLMNR","84","Standard query 0x79fe AAAA wpad"
"4648","25.428272596","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4649","25.428272807","172.27.26.84","57.144.149.33","TCP","69","48732  >  443 [PSH, ACK] Seq=1 Ack=1 Win=298 Len=3 TSval=229557395 TSecr=1353316058 [TCP PDU reassembled in 4703]"
"4650","25.428272852","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4651","25.428272898","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4652","25.428272943","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4653","25.428272988","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4654","25.428273033","172.27.27.152","142.250.181.170","SSL","1466","Continuation Data"
"4655","25.428273078","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4656","25.428290784","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4657","25.428330769","172.27.5.225","172.27.26.84","ICMP","97","Redirect             (Redirect for host)"
"4658","25.428336974","172.27.26.84","57.144.149.33","TCP","69","[TCP Retransmission] 48732  >  443 [PSH, ACK] Seq=1 Ack=1 Win=298 Len=3 TSval=229557395 TSecr=1353316058"
"4659","25.428341153","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4660","25.428344569","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4661","25.428347524","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4662","25.428350784","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4663","25.428369958","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=91001 Ack=1 Win=375 Len=1400 TSval=5241495 TSecr=2538601488"
"4664","25.428373813","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4665","25.428379320","172.27.27.152","142.250.181.170","SSL","1466","Continuation Data"
"4666","25.428382042","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=92401 Ack=1 Win=375 Len=1400 TSval=5241521 TSecr=2538601646"
"4667","25.434133651","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4668","25.434135258","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4669","25.434151721","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4670","25.434172206","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4671","25.439493063","172.27.27.152","142.250.181.170","SSL","1466","Continuation Data"
"4672","25.439501402","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=93801 Ack=1 Win=375 Len=1400 TSval=5241522 TSecr=2538601657"
"4673","25.441202680","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4674","25.441208907","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4675","25.450533711","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4676","25.450533978","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4677","25.450550169","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4678","25.450567125","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4679","25.452324627","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4680","25.452324733","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4681","25.452324778","172.27.27.152","142.250.181.170","SSL","1466","Continuation Data"
"4682","25.452332209","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4683","25.452341433","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4684","25.452345385","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=95201 Ack=1 Win=375 Len=1400 TSval=5241572 TSecr=2538601795"
"4685","25.467228650","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4686","25.467228931","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4687","25.467246226","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4688","25.467264585","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4689","25.487426769","172.27.27.152","142.250.181.170","SSL","1466","Continuation Data"
"4690","25.487426996","172.27.27.152","142.250.181.170","SSL","1466","Continuation Data"
"4691","25.487460314","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=96601 Ack=1 Win=375 Len=1400 TSval=5241572 TSecr=2538601821"
"4692","25.487481264","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=98001 Ack=1 Win=375 Len=1400 TSval=5241624 TSecr=2538602015"
"4693","25.494604432","172.27.27.152","142.250.181.170","SSL","1466","Continuation Data"
"4694","25.494662814","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=99401 Ack=1 Win=375 Len=1400 TSval=5241749 TSecr=2538602365"
"4695","25.504229237","172.27.27.152","142.250.181.170","SSL","1466","Continuation Data"
"4696","25.504262123","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=100801 Ack=1 Win=375 Len=1400 TSval=5241749 TSecr=2538602409"
"4697","25.508101191","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4698","25.508101285","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4699","25.508101329","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4700","25.508108056","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4701","25.508114894","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4702","25.508117951","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4703","25.511655046","172.27.26.84","57.144.149.33","SSL","111","Continuation Data"
"4704","25.511655158","172.27.27.152","142.250.181.170","SSL","1466","Continuation Data"
"4705","25.511670456","172.27.5.225","172.27.26.84","ICMP","139","Redirect             (Redirect for host)"
"4706","25.511680629","172.27.26.84","57.144.149.33","TCP","111","[TCP Retransmission] 48732  >  443 [PSH, ACK] Seq=4 Ack=1 Win=298 Len=45 TSval=229557529 TSecr=1353399598 [TCP PDU reassembled in 4703]"
"4707","25.511684695","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=102201 Ack=1 Win=375 Len=1400 TSval=5241749 TSecr=2538602434"
"4708","25.519797741","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4709","25.519797974","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4710","25.519798019","172.27.27.152","142.250.181.170","SSL","1466","Continuation Data"
"4711","25.519811793","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4712","25.519826741","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4713","25.519830811","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=103601 Ack=1 Win=375 Len=1400 TSval=5241749 TSecr=2538602462"
"4714","25.525880619","172.27.27.152","142.250.181.170","SSL","1466","Continuation Data"
"4715","25.525896149","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=105001 Ack=1 Win=375 Len=1400 TSval=5241750 TSecr=2538602476"
"4716","25.534287398","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4717","25.534297333","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4718","25.538592042","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4719","25.538595910","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4720","25.544274591","172.27.27.152","142.250.181.170","SSL","1466","Continuation Data"
"4721","25.544285225","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=106401 Ack=1 Win=375 Len=1400 TSval=5241750 TSecr=2538602504"
"4722","25.553944624","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4723","25.553944750","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4724","25.553946154","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4725","25.553971504","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4726","25.554009766","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4727","25.554015865","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4728","25.559900444","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4729","25.559900541","172.27.27.199","104.18.53.49","TCP","74","34608  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=1438633420 TSecr=0 WS=1024"
"4730","25.559910387","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4731","25.559927581","172.27.5.225","172.27.27.199","ICMP","102","Redirect             (Redirect for host)"
"4732","25.559932267","172.27.27.199","104.18.53.49","TCP","74","[TCP Retransmission] 34608  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=1438633420 TSecr=0 WS=1024"
"4733","25.563307472","172.27.27.152","142.250.181.170","SSL","1466","Continuation Data"
"4734","25.563331883","172.27.27.152","142.250.181.170","TCP","1466","[TCP Retransmission] 44775  >  443 [ACK] Seq=107801 Ack=1 Win=375 Len=1400 TSval=5241750 TSecr=2538602521"
"4735","25.567197322","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4736","25.567197472","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4737","25.567197516","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4738","25.567213328","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4739","25.567231022","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
"4740","25.567234239","172.27.27.192","103.73.103.162","UDP","77","63603  >  443 Len=35"
